ID,score_tag,agreement,subjectivity,confidence,irony,Happy,Fear,Sad,Bored,Angry,Excited,Class
366,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0591005086,0.1500498185,0.1573865522,0.0832773088,0.3999634138,0.1502223982,1
367,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1000784504,0.1862078599,0.2572151181,0.0561633124,0.262445716,0.1378895432,1
368,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0252694334,0.0371806703,0.0694964709,0.2004732812,0.6249865459,0.0425935983,0
369,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0575719284,0.0963001199,0.1105106356,0.2078061231,0.4839862595,0.0438249335,0
370,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0876427904,0.2070008503,0.1786258488,0.0612156744,0.3222670584,0.1432477777,0
371,N+,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.0303495182,0.2899711359,0.1255656313,0.0075070406,0.503917624,0.04268905,1
372,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2301455234,0.1645664845,0.131991372,0.0701491944,0.1673519445,0.2357954812,0
373,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0461636089,0.3316247594,0.1945658804,0.0744345406,0.2847347399,0.0684764708,0
374,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1392778609,0.1284908848,0.0633088437,0.1456747674,0.097521515,0.4257261282,0
375,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1361999393,0.2019139544,0.0893426463,0.0951698315,0.1382609258,0.3391127027,0
376,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0391573589,0.0414331916,0.0821171034,0.0438908694,0.7654822235,0.0279192533,0
377,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0260466205,0.0960741326,0.1302754591,0.0888674618,0.6289934764,0.0297428495,1
378,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0673488689,0.1309202747,0.2230951759,0.1081864139,0.3879097396,0.082539527,1
379,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.181049561,0.1745400775,0.10244733,0.1255045534,0.1242940589,0.2921644192,1
380,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.020491769,0.1491137036,0.1596729845,0.3319172821,0.2425537215,0.0962505394,0
381,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.22379648,0.1021726714,0.1146018078,0.1460742847,0.1570229355,0.2563318205,0
382,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.1897173076,0.0666232444,0.0376982463,0.0270260644,0.2633507241,0.4155844132,1
383,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0543435273,0.0699109932,0.0803722168,0.0648722203,0.6972445986,0.0332564438,0
384,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0969835358,0.1891516852,0.3547590069,0.0542893403,0.1563086464,0.1485077853,0
385,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2358820892,0.1602239536,0.0220479012,0.0505438578,0.0451126283,0.48618957,1
386,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0665726825,0.1480169532,0.1975782263,0.016891724,0.4741443689,0.0967960451,0
387,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0534659575,0.0645141252,0.1155896789,0.0352360092,0.574488027,0.1567062022,1
388,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0588576316,0.1443918547,0.1650238018,0.1391089091,0.4062135714,0.0864042315,0
389,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1048416605,0.1716905469,0.1807604697,0.2161049861,0.2353490961,0.0912532406,0
390,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0331260327,0.1266397227,0.1573332285,0.0555850159,0.5315198181,0.0957961821,1
391,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2097000724,0.1840825879,0.0840329219,0.106499913,0.0956110586,0.3200734462,0
392,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0746873201,0.139942901,0.1432696155,0.1144222444,0.370436425,0.1572414941,0
393,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1104121031,0.2167118494,0.2143991038,0.0876609044,0.2315335223,0.139282517,1
394,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0862239375,0.201321662,0.1603813123,0.0791891977,0.3546919618,0.1181919287,1
395,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0612178884,0.2328998006,0.2288198537,0.1699226549,0.1764530012,0.1306868013,0
396,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.088545951,0.1880187766,0.213210187,0.1029664547,0.168290573,0.2389680577,1
397,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1305679488,0.2338683809,0.1433743887,0.070333715,0.2092914964,0.2125640701,1
398,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0603756014,0.0756683396,0.1246621098,0.0733793437,0.5943901464,0.071524459,0
399,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0348111276,0.1075993859,0.1473248756,0.0467342531,0.5749903298,0.088540028,1
400,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0201009148,0.241193922,0.3337245848,0.0757000377,0.2430216818,0.0862588589,0
401,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0450978133,0.1107566519,0.1307631639,0.0324689433,0.6142107954,0.0667026323,1
402,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1918350168,0.1322042885,0.1128296041,0.0342343178,0.240724851,0.2881719218,0
403,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2025395189,0.1026060331,0.0590521418,0.116805899,0.3048303714,0.2141660357,0
404,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0477953557,0.2250624964,0.2520864741,0.0742647272,0.2901761346,0.1106148119,1
405,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1112884119,0.1143709745,0.1104011077,0.0623551857,0.4706221687,0.1309621515,1
406,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0173417351,0.0880674595,0.1698189736,0.0876842045,0.6142693112,0.022818316,1
407,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0909941406,0.2256723538,0.2200814943,0.1310296162,0.2105280209,0.1216943743,1
408,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0855369792,0.2055721855,0.1898357988,0.1200154742,0.2338618765,0.1651776858,0
409,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0376615893,0.2041758877,0.2111161262,0.2431133104,0.2353747923,0.0685582941,1
410,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0557366678,0.1348068145,0.1816469193,0.1191696965,0.4461808564,0.0624590454,0
411,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1554953797,0.1270294267,0.1000173593,0.0952098738,0.3751650144,0.1470829462,0
412,NEU,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.095196139,0.1191580759,0.1049298059,0.0736370985,0.4719930757,0.1350858051,0
413,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0611998348,0.2696119962,0.2996039772,0.0291262676,0.2880831267,0.0523747976,0
414,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.110474892,0.1839013967,0.2272487798,0.0723342547,0.2303403027,0.1757003741,0
415,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0695830441,0.2517069524,0.2248533204,0.1197846101,0.2207657708,0.1133063022,0
416,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1564068168,0.1173334302,0.099178124,0.0850586042,0.386134975,0.1558880499,1
417,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0352957192,0.447360474,0.2411541764,0.0312250209,0.1718452798,0.0731193298,0
418,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1020408017,0.3818142554,0.1451027254,0.0900115231,0.1360489966,0.1449816977,1
419,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0680841554,0.1113876192,0.1452266209,0.0699712134,0.5297124295,0.0756179615,1
420,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1635556446,0.1282801952,0.0771710997,0.1434888392,0.1837208394,0.303783382,1
421,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1650982557,0.1650471502,0.0821013301,0.0569352448,0.2374735819,0.2933444373,0
422,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0615947222,0.1835829686,0.3136391963,0.0943290439,0.249064535,0.0977895341,0
423,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1534523097,0.1818529095,0.1498492874,0.0446457323,0.3179242266,0.1522755346,0
424,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0979302492,0.2436692093,0.2456625019,0.1135202836,0.1710266789,0.1281910772,1
425,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1671365854,0.3385677865,0.1438515059,0.0222477192,0.1083949736,0.2198014295,0
426,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1174424885,0.2825982618,0.1307483259,0.0276618477,0.2418729262,0.1996761498,0
427,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0225867383,0.1272622028,0.3700000469,0.0259970317,0.4188522038,0.0353017766,1
428,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0807601381,0.1664125478,0.1223318612,0.1100808869,0.291857281,0.228557285,0
429,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0636196133,0.1681729262,0.1432439557,0.1346129256,0.3730132484,0.1173373308,1
430,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0778196548,0.2113631869,0.1536232605,0.0203862818,0.3765737793,0.1602338367,0
431,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0728466903,0.349753145,0.2441055232,0.0234528872,0.1835272357,0.1263145187,0
432,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0814532111,0.1480809424,0.1438840968,0.0983989314,0.4401293671,0.0880534512,1
433,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1287088325,0.1861415157,0.1753911782,0.0636175441,0.2667571737,0.1793837558,0
434,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.120304372,0.1267983383,0.2432221365,0.1047021497,0.2584887348,0.1464842687,1
435,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0703225211,0.2705768902,0.1641025682,0.1418244214,0.1670374237,0.1861361754,0
436,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0703126955,0.2711444437,0.2066009031,0.1513176765,0.1265277206,0.1740965606,1
437,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0480570313,0.1557370992,0.1865923438,0.0789582119,0.4571167151,0.0735385986,0
438,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0622095754,0.196445654,0.1741957493,0.160723866,0.1762896842,0.230135471,0
439,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0926198894,0.2287116596,0.1649343606,0.1206650492,0.2302268571,0.1628421841,1
440,N,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.249292057,0.0961102254,0.0498117516,0.019243482,0.2671359507,0.3184065333,0
441,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0979667022,0.1174538545,0.228979819,0.1484177645,0.268127923,0.1390539367,1
442,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0996583559,0.1668873424,0.1652626722,0.0424408794,0.3950226961,0.1307280539,1
443,N,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.2876420113,0.210236343,0.2096396144,0.0411783924,0.179704841,0.071598798,1
444,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.6083797521,0.0556687217,0.0675187562,0.0244367439,0.0882034157,0.1557926104,1
445,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1175134901,0.2139348643,0.3368688676,0.033099668,0.1670218165,0.1315612935,1
446,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2077039234,0.2668185483,0.1801067794,0.0707195265,0.1268110771,0.1478401452,1
447,NEU,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.1038878647,0.2111178235,0.1377961011,0.1309237679,0.2643463495,0.1519280933,0
448,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1451117726,0.2091078507,0.1640022257,0.0296431933,0.3240164514,0.1281185063,0
449,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1278901563,0.1063930162,0.0803060246,0.0966591305,0.4661796157,0.1225720568,1
450,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0732113488,0.2216783063,0.2683091005,0.0910755351,0.242106434,0.1036192754,0
451,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0191599418,0.0940456027,0.1000131765,0.0170725632,0.7368889362,0.0328197795,1
452,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.254917753,0.13407435,0.0788990202,0.0564199692,0.1950248773,0.2806640303,1
453,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0633111552,0.1497247169,0.2197032492,0.2073218987,0.2830440805,0.0768948996,0
454,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2856170764,0.1553766396,0.1208385564,0.0,0.1422399298,0.2959277978,1
455,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.013114012,0.0873938393,0.1130667182,0.0209386091,0.7453597976,0.0201270237,1
456,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0555199528,0.0812099036,0.0710637668,0.0120045351,0.6286138542,0.1515879874,0
457,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0828100169,0.1242463363,0.3217873326,0.1266680383,0.2975488093,0.0469394666,1
458,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0566100054,0.1605522057,0.1426557218,0.2352827214,0.325019712,0.0798796337,1
459,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0722630906,0.1305951308,0.1456523689,0.0484670591,0.5435251589,0.0594971917,1
460,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.3732239647,0.1981023904,0.0824482716,0.0251661518,0.0819315424,0.2391276792,1
461,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0657288459,0.1410110273,0.1887389451,0.128035583,0.3770883835,0.0993972153,1
462,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0801393865,0.4173426467,0.3071547562,0.0329152538,0.0659081704,0.0965397864,1
463,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1212153914,0.1698188777,0.213463224,0.1777216971,0.0969615931,0.2208192166,1
464,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1363959877,0.1960229881,0.1174415289,0.0499751238,0.2850019928,0.2151623787,0
465,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1852710804,0.1156790933,0.0847119832,0.0473794305,0.3607179069,0.2062405057,1
466,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1206022215,0.2190504891,0.2318741554,0.1008887591,0.2054576428,0.1221267321,0
467,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0680428074,0.2069000032,0.1599066395,0.0911528392,0.2997316246,0.1742660861,1
468,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0553051509,0.1633775785,0.1898060566,0.1514110062,0.3532164215,0.0868837863,0
469,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.16523485,0.1476950979,0.1258113633,0.1951587012,0.1597458599,0.2063541278,0
470,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.2368773459,0.1274836372,0.128594255,0.1002573253,0.179202329,0.2275851077,1
471,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0529053174,0.1769238772,0.1374090343,0.0869773542,0.4382780358,0.1075063811,0
472,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1180826251,0.1154235689,0.1803480982,0.0689351692,0.3947820492,0.1224284895,0
473,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0900696599,0.2240565082,0.2391868284,0.095988102,0.141789184,0.2089097175,0
474,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1522700576,0.1786244516,0.1281161263,0.0509067481,0.2637535669,0.2263290495,0
475,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0486505987,0.2203638801,0.1246414934,0.2898141803,0.123389485,0.1931403625,0
476,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.0183495449,0.038553469,0.0716719109,0.0548979761,0.7939727693,0.0225543298,1
477,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0436887024,0.1682087427,0.1967854574,0.2512355791,0.2773485307,0.0627329878,0
478,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0308281315,0.0954622832,0.1827511205,0.1556501771,0.41634794,0.1189603477,1
479,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1575914367,0.2120258826,0.1461824979,0.0667491442,0.21686242,0.2005886185,0
480,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0341458723,0.1946005306,0.4745772676,0.0511777173,0.2081028596,0.0373957525,1
481,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.1589130846,0.1612318209,0.1610547871,0.1109621736,0.2613385677,0.1464995663,1
482,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.3055163604,0.1453298996,0.0869259478,0.0308096256,0.1566477439,0.2747704228,0
483,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0946931309,0.2792810779,0.2452533697,0.1194840029,0.1542593813,0.1070290374,1
484,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2808860842,0.1594270783,0.0809217898,0.0317811634,0.1306138668,0.3163700175,0
485,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0295610071,0.1251673426,0.1643843567,0.1629437459,0.4752509214,0.0426926264,0
486,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0107200144,0.1213199181,0.2679844785,0.1288310556,0.4342921101,0.0368524233,1
487,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2474777659,0.0868350814,0.0565555044,0.0722246545,0.2327988861,0.3041081077,1
488,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0644008066,0.164284506,0.2302284385,0.1495212118,0.3010381434,0.0905268937,0
489,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0335165414,0.3843817591,0.1751392044,0.1502241276,0.1125887826,0.1441495849,1
490,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0768538848,0.1499798912,0.1050252767,0.118233858,0.4120814946,0.1378255946,0
491,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0290529113,0.1491038024,0.1911254918,0.0349890222,0.5633342493,0.0323945229,0
492,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1261084759,0.1004490791,0.1137880739,0.1121379999,0.3502166781,0.197299693,1
493,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.202206484,0.2333776184,0.0860138217,0.0517959118,0.1310026221,0.295603542,0
494,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0429178383,0.1378765514,0.3555549158,0.0342942205,0.3401707594,0.0891857145,1
495,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0373019556,0.1979204658,0.334874316,0.1240449725,0.2565598729,0.0492984172,1
496,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1186357644,0.1701378065,0.1577905441,0.2243962616,0.2096159644,0.1194236589,0
497,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0351242555,0.1504836536,0.2947848133,0.0809062103,0.3739884138,0.0647126534,1
498,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0624320153,0.1858560853,0.2999571249,0.0959447667,0.2692961982,0.0865138098,1
499,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0287577279,0.3596936974,0.276865579,0.1021301639,0.0629374155,0.1696154162,0
500,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0592187376,0.060425923,0.1298688822,0.311384726,0.3875412509,0.0515604804,0
501,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1361874507,0.0836445389,0.0511632626,0.0331661584,0.1349711298,0.5608674596,1
502,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.2267020176,0.1597028451,0.1568477267,0.0998686349,0.2309813997,0.1258973759,1
503,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0792673854,0.2178781969,0.1463483273,0.1010543074,0.200770804,0.254680979,0
504,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2379494042,0.164381855,0.0727766885,0.080536669,0.2786943555,0.1656610278,1
505,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0860738543,0.1842825901,0.1521320534,0.1333053968,0.305437296,0.1387688093,0
506,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.097892468,0.2290830318,0.1601224289,0.1847818908,0.1955848178,0.1325353628,0
507,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.064144195,0.2259686998,0.1976606119,0.1255414657,0.2778775117,0.1088075159,1
508,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0794854147,0.2250895742,0.1758181963,0.1790848393,0.1453911423,0.1951308332,0
509,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.074809298,0.1784902309,0.1887272076,0.0868066265,0.3819944619,0.089172175,1
510,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.069198628,0.1444055204,0.2274547962,0.202998367,0.2317361259,0.1242065625,0
511,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3353684516,0.1485326469,0.0631549074,0.0544629365,0.1379639808,0.2605170767,0
512,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1010428995,0.0882738545,0.1453170148,0.077763505,0.4898256896,0.0977770367,0
513,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.176537193,0.1871976109,0.1502012964,0.1171944758,0.194892209,0.1739772149,1
514,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0389469841,0.1845308007,0.2164060407,0.1497915657,0.3429990121,0.0673255967,0
515,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1090703952,0.119796386,0.0992648635,0.1266857313,0.3171511576,0.2280314665,0
516,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1850855439,0.2242875032,0.0801324801,0.0,0.2216230057,0.2888714671,1
517,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1098341676,0.0926107874,0.0385063715,0.0300796995,0.4981217399,0.2308472341,0
518,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0505954818,0.1139197964,0.2278713583,0.071152971,0.4726364295,0.063823963,1
519,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1581961158,0.3986975461,0.0905748599,0.0450651391,0.1055966463,0.2018696929,1
520,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.157095892,0.4089690894,0.1187685638,0.0425042285,0.0730061463,0.19965608,0
521,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2695206187,0.1675915642,0.1011511052,0.0493636654,0.1434955767,0.2688774697,1
522,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0599972942,0.2244607035,0.2239759183,0.1258042096,0.2978655667,0.0678963076,0
523,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.127068184,0.1978449271,0.1769577367,0.0800469573,0.2662220378,0.1518601571,0
524,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0972114889,0.0905809583,0.0685220035,0.0364158982,0.5375820837,0.1696875675,1
525,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1091485411,0.1897346603,0.165213663,0.0400480984,0.259781843,0.2360731942,0
526,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0564614123,0.1421031884,0.1770611276,0.1440851039,0.4091967155,0.0710924523,1
527,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0679987251,0.1406123146,0.1244483967,0.0836731869,0.4410167264,0.1422506504,0
528,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0670389052,0.2174195732,0.1879951706,0.1320063676,0.2511845224,0.144355461,1
529,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2719711306,0.1008149589,0.0709932474,0.0389372505,0.2203954511,0.2968879616,0
530,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1500783298,0.1995532289,0.1318315692,0.098135442,0.2156862167,0.2047152135,0
531,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0091885269,0.2017355666,0.2802196259,0.0977737078,0.3957522588,0.015330314,0
532,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1515013611,0.1841809515,0.152905293,0.1169978959,0.1817093319,0.2127051665,0
533,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1231150019,0.209625861,0.1298168479,0.0882417248,0.1964918747,0.2527086897,1
534,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0637484747,0.1910140549,0.2918678751,0.0659133512,0.3247799592,0.0626762849,1
535,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.035756541,0.1470951093,0.1879157133,0.0464512597,0.5132380564,0.0695433204,0
536,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0489713061,0.0857635362,0.1036605818,0.0709748536,0.6435116454,0.0471180769,0
537,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0246007471,0.1397467247,0.178951068,0.057099474,0.5705182808,0.0290837054,1
538,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1924964819,0.1561131297,0.0734090895,0.032587773,0.1890411658,0.3563523601,1
539,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0908947023,0.239023591,0.1263261276,0.0379410583,0.3896201582,0.1161943625,1
540,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0715766614,0.1722710814,0.242202682,0.2275153275,0.1769694118,0.1094648359,1
541,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0591667745,0.099111212,0.1399305502,0.1127355273,0.4992289211,0.0898270148,0
542,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0248808287,0.2168787296,0.2099831943,0.0510215011,0.4557829459,0.0414528004,1
543,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0392012761,0.1451754733,0.1240122466,0.0844549537,0.5372980394,0.0698580109,0
544,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0580569286,0.1521206415,0.1669807305,0.1611156476,0.3913613692,0.0703646826,1
545,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1177357195,0.1303871474,0.1782796967,0.0867469411,0.3755375541,0.1113129412,1
546,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.3038864382,0.116534915,0.0282704184,0.0,0.0545525232,0.4967557052,1
547,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0862205923,0.2525692996,0.2142236995,0.1309388473,0.1488817391,0.1671658223,0
548,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2528136592,0.2527110264,0.1064865035,0.0457297984,0.092510252,0.2497487605,1
